ID,gmu,imu,gd,id,gdfe,idfe
20,7.25357592036736e-09,1.13761881587708e-09,0.642710674297996,0.3768861905206,-0.0102314608501777,-0.0023051932846276
21,8.07152381083129e-09,2.79729566213295e-09,0.142874273948837,0.429586404655129,-0.00771197728992395,-0.00100312864998306
22,2.64132617964303e-09,4.25736485456519e-09,0.178300106979441,0.682817389408592,-0.0192934506388565,-0.0120355076664863
23,1.08491989616114e-09,4.09802427864735e-08,0.243655416998081,0.359383257082664,-0.0108460027854036,-0.0022874108606439
24,1.87357325722486e-08,9.31461266099374e-08,0.423207279387862,0.612179515650496,-0.00760951512931395,-0.0847567795625657
25,1.33162321836291e-09,2.96155710842218e-08,0.473126300016884,0.424960554612335,-0.0158679972784962,-0.0332971383802521
26,2.62684989263486e-10,2.29170237368519e-08,0.304802184994333,0.689606681722216,-0.0519913211602979,-0.00237921792300216
27,3.10001565804371e-08,1.00456625626166e-10,0.17934227240039,0.432537916407455,-0.0122908592499018,-0.0496783131611901
28,1.33671729285401e-10,3.71437040919165e-09,0.127794986497611,0.520646924362518,-0.0046400035057734,-0.00110873576932592
29,7.16266174942498e-08,3.80315122303351e-09,0.724103225453291,0.300359860027675,-0.0598502555516786,-0.00157626744054259
30,5.60230568147901e-08,7.71340943946665e-08,0.338803965994157,0.541044625255745,-0.00668134163919845,-0.00806043419336247
31,1.30779868189302e-09,4.39573876166482e-08,0.336519398516975,0.235275593143888,-0.0466895110894896,-0.0034965596224726
32,8.05817169757875e-10,2.68857470184999e-10,0.309883510682266,0.629996483353898,-0.00122282245621474,-0.0422400362385583
33,1.23128905925326e-08,6.00563890873128e-10,0.434574834420346,0.221312606788706,-0.00257056631113454,-0.0041414647890726
34,2.87084164866154e-08,1.12562751566951e-09,0.152772810531314,0.579298114962876,-0.00787999783649799,-0.0676469930892724
35,8.90436644049895e-08,7.33922520060625e-09,0.163136136217508,0.465893578261603,-0.0139594919625619,-0.0182161710905311
36,6.46454061234047e-09,1.64486609540552e-08,0.724545925890561,0.453998875874095,-0.0022747944283467,-0.00297983584410069
37,1.75598937499299e-09,5.90456216573362e-10,0.604887062753551,0.602227104175836,-0.00809836043849722,-0.00257348464763323
38,9.35841979226494e-09,1.28395483872586e-10,0.560656491050031,0.500407851766795,-0.0171730528886187,-0.00366462577332367
39,5.41685697104506e-08,2.79509204129303e-09,0.246071551227942,0.659125273197424,-0.00421225272630889,-0.0505152796451537
40,8.08784710115557e-09,3.83375951638966e-09,0.107018536422402,0.535719038150273,-0.0747813408007602,-0.0989365523872555
41,1.17401806895684e-10,1.21744951373702e-08,0.581028252886608,0.599771165277343,-0.00889653975834633,-0.00142108833050265
42,7.27677413834842e-09,5.62121485694554e-10,0.63712739465991,0.35552396007115,-0.00218375913002351,-0.00289858802354231
43,1.14567921922405e-09,3.32094194584355e-10,0.251762450346723,0.25658356717322,-0.00141767720780483,-0.0120224284392068
44,3.7536044791485e-08,1.95970047955582e-10,0.510394613770768,0.437209280871321,-0.00881373784277994,-0.0132099880055105
45,4.32631570682923e-08,1.10309434895262e-10,0.65305347556714,0.107022873673122,-0.0638168484913978,-0.00318328457600385
46,2.35089894499253e-09,7.68823756412075e-08,0.34150909257587,0.53034150225576,-0.0172536976479145,-0.0013066400557333
47,2.54576969571715e-10,9.77029255923746e-08,0.457833619648591,0.314619091851637,-0.00359570644280758,-0.00362487497647224
48,4.35696003175174e-09,2.9972696029155e-08,0.465825850469992,0.108819881291129,-0.00162884756925988,-0.0151908258996469
49,2.77921975730757e-09,2.61222073053797e-10,0.511647403344978,0.213219752628356,-0.00374699612683696,-0.00142817950131492
50,3.88482088377312e-09,8.79452830471049e-08,0.703758287103847,0.55753409730969,-0.00121311454796749,-0.0127896822189464
51,2.66156415467846e-09,1.9581378123773e-10,0.424889991467353,0.207130175735801,-0.00297880559824848,-0.00128680747966983
52,4.50463961442537e-09,7.57242650915744e-10,0.650246547313873,0.39141280350741,-0.0826819960488802,-0.00662081981600535
53,7.05687401154724e-08,8.18965182000255e-10,0.745695035229437,0.25945115685463,-0.0372489344867402,-0.00571232570750307
54,9.14384670580124e-08,2.08095368125679e-08,0.23760758631397,0.716893010819331,-0.0298780581279771,-0.0370080677607979
55,9.33749160380186e-08,7.75560407271958e-09,0.649814504384995,0.176623349823058,-0.00471357182067186,-0.0327515374810629
56,5.09145808849557e-08,2.22092121664658e-08,0.360156743600965,0.181181403819937,-0.0548991425053029,-0.0881381443785712
57,6.67180519490693e-08,1.11346649914877e-10,0.220142360881437,0.119195749121718,-0.00751051706087205,-0.00175743814531166
58,1.33735115529924e-09,3.43226948504106e-08,0.669537409942132,0.495030686957762,-0.0141040646089399,-0.00501550242760986
59,7.29601622706965e-10,6.26076427608602e-10,0.715425274067093,0.640627488493919,-0.00280457871255513,-0.00640270006089595
60,4.28251893628519e-08,3.46300328805587e-10,0.333894851512741,0.131280159577727,-0.0132109456025708,-0.00873044075230609
61,1.68944153798595e-08,9.92656307425153e-08,0.260689166118391,0.748791583289858,-0.0226855552436699,-0.0525873516710595
62,2.63494659260309e-09,5.35773700982483e-09,0.732782913616393,0.628621463489253,-0.0222559968033422,-0.0801415320421881
63,4.55398394554447e-10,1.04770067443334e-09,0.741011291311588,0.562782210786827,-0.00781722899286818,-0.0169292764909036
64,5.3803334841511e-08,2.23180636875347e-08,0.613348460639827,0.452246953174472,-0.0136116576294481,-0.00140074005270204
65,2.59041682310341e-08,3.28193804573939e-10,0.537076523317955,0.273121456953231,-0.00897598864824904,-0.0496900396863425
66,5.72321354455111e-08,2.14953777325025e-09,0.269833181798458,0.238028606853914,-0.00946104018974436,-0.00224644042412452
67,3.08050071423375e-10,4.00666187832672e-10,0.562823580612894,0.533181925211102,-0.00589178335703011,-0.00696674905366999
68,3.97292935717311e-08,9.65301804199197e-09,0.303015428537037,0.692239437857643,-0.00232874330412804,-0.0584315868969122
69,1.76475962478194e-10,1.94984742965138e-08,0.167234972084407,0.310271718609147,-0.00112336566684768,-0.0306852748629978
70,4.32572476859138e-08,1.61896796700431e-08,0.701679931161925,0.527912548172753,-0.00386804089783588,-0.0180163184109492
71,1.48090774011911e-09,1.13039538251055e-10,0.290921827359125,0.33857546193758,-0.00344343382708634,-0.0133276878235705
72,2.24250099212212e-09,8.37789529030319e-10,0.4018633150612,0.550923667440657,-0.00366985650058679,-0.00448826371209582
73,3.04691936438353e-08,2.50392372595427e-08,0.534502668527421,0.189968581916764,-0.00255621505117676,-0.0137565799733626
74,3.78101607806969e-09,1.08482763934626e-09,0.13197890551528,0.165570648713037,-0.0163909728597382,-0.00166286327111581
75,1.4803350179444e-08,1.53861249388233e-08,0.265745839138981,0.678273530944716,-0.00820869799880606,-0.00443171209091869
76,1.60179286972893e-08,1.12545964844822e-08,0.395814543496817,0.248391397250816,-0.00199860372994753,-0.006455539585219
77,2.37332131463046e-10,1.92904369458814e-08,0.688135706749745,0.107300926721655,-0.0472000256705586,-0.00150363119895035
78,5.44999904115776e-09,9.31767753627235e-08,0.295548177580349,0.244336633232888,-0.0244340536654997,-0.0363918104456729
79,3.66887510371678e-09,9.0186596020127e-08,0.427680295484606,0.467301030119415,-0.0545650048799858,-0.00185873828811755
80,1.95933804088561e-08,1.68249258058261e-10,0.623186240450013,0.504174380737823,-0.0705953997015446,-0.00105123879933833
81,1.28469778992539e-10,6.63677922939203e-08,0.387292996922042,0.11444566459395,-0.00276131810298301,-0.0327629247807266
82,6.64274819055048e-08,2.60811927945806e-08,0.410518789442722,0.322251497185789,-0.00446772120915121,-0.0849960091932028
83,1.96841186786922e-10,2.73119533176023e-09,0.467608106834814,0.418050267093349,-0.0301305632408669,-0.0556754626666247
84,1.81086761285319e-10,3.00551285895834e-08,0.234733172715642,0.378995540575124,-0.00442024768646729,-0.00475184956431764
85,3.82123889905763e-08,5.12566780980988e-10,0.208001480053645,0.42791336667724,-0.00950946069417874,-0.0644806014520389
86,9.5288733251897e-09,1.32863243321201e-09,0.594668352499139,0.365070231200662,-0.0959665133302624,-0.0727074857992052
87,3.90338761849555e-08,9.83985193349702e-09,0.118469935131725,0.564846708986443,-0.011293498091848,-0.00341508031748727
88,2.61224246271596e-09,2.68966728663983e-10,0.719421582890209,0.546453971136361,-0.013753362384246,-0.00659634627000759
89,2.48965908819655e-10,3.05378647021667e-08,0.275620958139189,0.464452478545718,-0.00118383673596682,-0.0279220191756353
90,2.21237413443434e-08,6.28063441062393e-10,0.297778325492982,0.266557474515867,-0.0220184220224125,-0.00148671994439023
91,1.31926315977285e-09,4.7854490135359e-10,0.619466676644515,0.453543251915835,-0.00761659702208154,-0.00119822272803478
92,4.22268612490145e-10,4.25393298372906e-08,0.722262614837382,0.596435879706405,-0.00122678486152707,-0.00190838665669807
93,1.29530447074331e-09,6.48203204891025e-10,0.478588854440022,0.421398024889641,-0.00187881177300128,-0.00825010610974522
94,2.87869872224492e-09,1.65414311559432e-09,0.696108255663421,0.667007233970799,-0.00117368425954623,-0.00296579469353286
95,1.12225592429395e-10,1.806112583867e-09,0.444925071776379,0.466340883064549,-0.00470226108871612,-0.00478323113737046
96,8.45796451482673e-09,1.07639545731462e-08,0.396627891587559,0.617649839259684,-0.00197137933103871,-0.00971390688544684
97,7.24942416123681e-08,4.66094608538982e-09,0.329024206579197,0.434333151986357,-0.00325426564534326,-0.00548350401520556
98,4.16424802497055e-09,1.00121520490843e-08,0.52966557550244,0.418159522104543,-0.00373389925141541,-0.053662171321417
99,1.77368755872298e-08,3.57278571767794e-08,0.239222933212295,0.136352953629103,-0.00132609390539597,-0.0353867357303554
100,4.12975167164769e-08,2.85547195783268e-10,0.257503728254233,0.307542672299314,-0.00179412140333731,-0.00198772963035768
101,8.00671837969281e-10,2.44011931348951e-10,0.354311284504365,0.319033393356949,-0.058419790066123,-0.0129256565521803
102,7.64269970922687e-09,3.48231186396101e-10,0.331397550506517,0.240646084013861,-0.0117562528783645,-0.0485810702893535
103,7.92212971540929e-09,2.0138626797825e-10,0.390623079880606,0.465747303992976,-0.00102066233080026,-0.00451495593102206
104,7.38292224244958e-08,4.34868463620851e-10,0.736113853612915,0.645089029544033,-0.00310659637819343,-0.00880852367582494
105,4.41633512616722e-08,2.81534100430884e-10,0.279875347379129,0.378561374498531,-0.00122749342545356,-0.00197419047834919
106,2.43964407379857e-09,1.27793383375674e-09,0.73636963426834,0.399459611589555,-0.0372068319578,-0.00109233692177423
107,2.08099692333139e-08,9.70538361003905e-09,0.398080020654015,0.544118594459724,-0.0610256577116657,-0.0253647064894455
108,3.12981077327814e-09,2.30116766510382e-08,0.488437573704869,0.724428993707988,-0.00219296888696374,-0.0241333579976642
109,1.16055620981027e-10,2.27499781615181e-10,0.226834540639538,0.298103139549494,-0.00107108062486496,-0.00491737394196717
110,1.67609328762896e-08,2.79371835957591e-10,0.205580558185466,0.191193966253195,-0.00138602145666955,-0.0427255395903932
111,2.63216967437211e-08,1.13292568011517e-10,0.213226503448095,0.672307442734018,-0.0367695652477844,-0.00790365127572008
112,8.47697772942256e-09,9.68887957732713e-09,0.251333858422004,0.472317677061074,-0.00138923225170757,-0.00117214281538865
113,1.15999332981265e-09,6.2830552680961e-10,0.124665479175746,0.286440862587188,-0.0025890641628769,-0.00102335566903259
114,1.79337499515762e-08,2.46343205256202e-10,0.167622683162335,0.452659196604509,-0.00114194469866196,-0.00352851954743345
115,7.5943375571197e-08,7.65684807083354e-10,0.231019832158927,0.686887841019779,-0.0986560850604869,-0.00277874444258404
116,5.0970356949468e-08,6.89296686016504e-08,0.354022629791871,0.127675032208208,-0.0284959354950007,-0.0180553488949555
117,3.86976998238027e-08,1.57055728727217e-09,0.565456307539717,0.120618407765869,-0.0173498411042175,-0.0082083878637757
118,7.28448560823533e-08,2.21805501930634e-10,0.200702426617499,0.415908266510814,-0.0036877790953347,-0.033367004375359
119,4.12703684747192e-10,3.07678001374896e-09,0.107548744627275,0.489001759991515,-0.033502699979381,-0.060792850822911
120,1.84897871699824e-10,1.12359558012502e-10,0.30858167335391,0.214856098091695,-0.0166708626648789,-0.0845584456765863
121,1.89298925261411e-08,2.14512563512994e-10,0.179454562533647,0.73562043356942,-0.0374650602508558,-0.00746344087594478
122,1.21995414659601e-08,2.0206840796066e-10,0.721793709136546,0.316580185992643,-0.0089286854093841,-0.0109740171949881
123,1.67386421045046e-10,1.14287042522517e-08,0.21902326423442,0.698635596432723,-0.00302663386220859,-0.0055824677834344
124,7.98747274293928e-09,3.8819540239156e-08,0.628000410471577,0.188495448685717,-0.0920188097763491,-0.0160468259986597
125,1.43098329101779e-10,5.34300141896416e-09,0.582225616334472,0.735206832922995,-0.082546308595976,-0.00499754160855901
126,1.22210911548487e-10,6.9115246398269e-10,0.371514899062459,0.546781382488553,-0.00309952883767932,-0.00875887471387657
127,6.04671176338875e-08,1.40451696606153e-08,0.348709791863803,0.579852536495309,-0.0228588515424683,-0.00308982439096159
128,3.03226541804759e-10,1.08254879497478e-09,0.541484950715676,0.749908584333025,-0.00119759717788372,-0.0250586346806238
129,9.21077894076581e-08,1.51957563624258e-09,0.159605514095165,0.623236407665536,-0.0697467617300617,-0.0125700825589312
130,1.35856662727631e-10,2.83329701770363e-10,0.481941440887749,0.537497767689638,-0.0564751015385864,-0.0424593691221
131,7.8888479207333e-10,4.45850463643067e-08,0.282351707480848,0.722610070859082,-0.0272823312008138,-0.00901850686034833
132,1.72451309817823e-08,4.26652170847258e-10,0.556816504104063,0.662957157252822,-0.0300469253939611,-0.0236919529855294
133,3.89230063184539e-10,1.39141276891866e-08,0.600388462340925,0.34407791470876,-0.0330682016026704,-0.0497032406451595
134,1.21125915205453e-08,1.29406020174648e-10,0.673690194403753,0.419496024295222,-0.0297874108756405,-0.02597868475336
135,3.5078560581109e-10,2.92553603350865e-09,0.735178181855008,0.397242693812586,-0.00258219646009483,-0.0675346494283802
136,1.2371367368058e-10,7.23037453860041e-10,0.391551460989285,0.189007291640155,-0.0269036895991772,-0.0147594121250194
137,5.49614654094814e-10,1.97889466777667e-08,0.278909654321615,0.253154887771234,-0.00136436452080996,-0.00701844419490618
138,1.45597934328062e-10,1.73545222604156e-10,0.645654964563437,0.534977989376057,-0.00809775131318217,-0.00229714717168042
139,1.19590473669588e-08,1.55475533146317e-09,0.217201491049491,0.429244962276425,-0.00243787068540743,-0.00129748750409867
140,5.21303489003371e-10,5.21097639047057e-09,0.359485948481597,0.35327278256882,-0.0476048400811613,-0.0198008776905718
141,1.55807912284267e-10,1.12422339731008e-10,0.107534110965207,0.474592706491239,-0.00418367149542579,-0.0747556546908481
142,5.97867091516738e-08,8.4471552142945e-08,0.389129968115594,0.694862395792734,-0.00424102051864518,-0.00270083162648265
143,1.00752448653661e-09,6.71337690348514e-08,0.394883126963396,0.552926468441729,-0.0105686194923753,-0.00147654373272641
144,3.54597673282883e-08,8.35968244209556e-09,0.213179719133768,0.299309809191618,-0.00244159269739664,-0.00129519841567689
145,1.27493495432685e-09,3.95869023865863e-10,0.482671132509131,0.357955687760841,-0.0116428754611355,-0.00234942670195676
146,1.51523563578157e-10,3.48094726489805e-09,0.274905854929239,0.101556201896165,-0.0461324629474703,-0.00208678258303202
147,9.61440055535108e-08,5.1607703365407e-09,0.595785626710858,0.259042290423531,-0.00340918226985063,-0.0273415250715625
148,9.59685980082433e-08,3.82140623551581e-08,0.430157497036271,0.132938947994262,-0.00365182714802625,-0.00204291285974617
149,3.23895514174463e-08,5.84121204377406e-10,0.144799969985615,0.739867327548564,-0.00406736739835959,-0.00508442627743162
150,1.33554744611963e-09,2.70803596198396e-08,0.456794758432079,0.101173400890548,-0.00956066753160435,-0.0386264888439654
151,1.97369543396062e-09,8.5937608287814e-10,0.192020672664512,0.622282944084145,-0.0811494385238515,-0.0925510457979297
152,2.8388453003505e-09,6.00522777711778e-08,0.723958451871295,0.330032149353065,-0.00173324489453459,-0.00124976920983869
153,3.45141457435681e-10,5.11109583286744e-08,0.397227382904384,0.465162790939212,-0.0137375775027156,-0.00293411030306279
154,7.26939591849706e-09,3.00848534685934e-09,0.632204062549863,0.711909647157881,-0.0320669247200272,-0.0243038774556614
155,3.50481903611808e-10,4.91922697106226e-08,0.42492073753383,0.710866790718865,-0.00164757490453828,-0.0880469230595057
156,1.71905006364943e-10,9.85420878449675e-09,0.609270435222425,0.128380961343646,-0.0492909629358893,-0.0142395221530135
157,2.49720752667172e-10,3.90459672797569e-08,0.62263135460671,0.183061750698835,-0.00174017557927657,-0.0746507977292236
158,8.34126494868104e-10,7.14042580567482e-08,0.399760618060827,0.31338544965256,-0.00435830964170963,-0.0328220140233055
159,5.50791926902702e-10,7.4925943983013e-10,0.679538162413519,0.583257154212333,-0.0017942407325767,-0.00228774042065828
160,3.51825481596647e-09,3.63146555333033e-09,0.406961778784171,0.578738308756147,-0.0181272890241552,-0.00589365249869216
161,7.87860692852838e-10,8.51026480484753e-10,0.415619562764186,0.651873856724706,-0.0584442659252818,-0.0134016542959636
162,3.02640744761671e-09,5.5366223173569e-09,0.330949989485089,0.578092713549268,-0.00409711291438152,-0.00173829565813845
163,3.48838872440255e-08,1.75595367529596e-10,0.502735601970926,0.687579246819951,-0.00966911149477114,-0.00800424533690873
164,9.7517726639215e-10,7.74155261697478e-09,0.431331123877317,0.469970888446551,-0.013508861445108,-0.00122032739659418
165,1.45403548866824e-08,5.09634854834171e-08,0.580540386412758,0.440491491684225,-0.00913764657595664,-0.00593462145554634
166,1.04041348258294e-08,1.30979134457355e-08,0.373443450278137,0.297335767163895,-0.0843408170188293,-0.0752100277547863
167,5.94693256480532e-08,4.91763054951557e-09,0.481303858524188,0.268862273264676,-0.0162721681281873,-0.00178093523563494
168,1.40850905121912e-08,2.28206086318075e-09,0.326714616257232,0.601603207027074,-0.0272636516764743,-0.0459334296627852
169,1.2576745512939e-08,2.6658823735307e-09,0.656192199641373,0.740845416858792,-0.00452707348901206,-0.00110020901020563
170,5.50409986295652e-09,2.83343518162424e-10,0.17100482856622,0.716990418941714,-0.00219702957424512,-0.0617688712247675
171,4.09209638931603e-08,1.73919465455184e-09,0.53651913900394,0.169288924010471,-0.0356639391318475,-0.0392794948728504
172,6.45203294895077e-10,4.5777114539815e-08,0.400733334803954,0.447611139516812,-0.00705061996995142,-0.00254842283797481
173,2.14022607474311e-08,7.75267716080716e-08,0.706130893400405,0.453409972297959,-0.0770492483357232,-0.0464980793355801
174,1.70829483069936e-09,8.1233227903705e-10,0.465947864647023,0.714584418886807,-0.0627457719384036,-0.0548958873516518
175,4.40190299413805e-08,3.03107575331522e-09,0.131457397842314,0.56553523024777,-0.0040392516921821,-0.00347568979046865
176,6.83926022024046e-08,8.06335032242445e-10,0.677170209214091,0.233960616332479,-0.0402457647355707,-0.00462737822040166
177,6.33927650262896e-08,2.71810785867079e-10,0.640698228706606,0.163043598062359,-0.0387954781688415,-0.014578247032472
178,1.79246737237237e-08,2.29334322150504e-08,0.61896928967908,0.26473163588671,-0.00437264491659606,-0.00647438178194058
179,1.38757386449972e-09,8.5871751097275e-08,0.66083493452752,0.52327381108189,-0.0319071850148241,-0.0137555833273947
180,3.03918180704681e-08,2.20045370871687e-08,0.440164799499326,0.419452545396052,-0.0218956951744558,-0.0225389643090227
181,1.196736523261e-08,6.12690682233132e-10,0.136968656932004,0.414240369549952,-0.0994007315372746,-0.00347649834062896
182,4.37555707140902e-08,3.6141317585494e-10,0.7480656674481,0.219300163921434,-0.00517461579222167,-0.00112124999202027
183,5.8754871243672e-10,1.80617360198585e-10,0.217251607414801,0.269472436618526,-0.0651244782901757,-0.0829721709111494
184,3.31147316118131e-09,1.2381759090965e-10,0.650911232992075,0.195900644373614,-0.0998603842041146,-0.00189533285444362
185,1.19109639976215e-08,7.55221435647551e-09,0.215251329855528,0.530509485630319,-0.0102433884699777,-0.00255783716541183
186,2.21367636256727e-09,1.36830736379827e-10,0.320279707398731,0.648903838824481,-0.00422029770840602,-0.0101240914708497
187,8.12639907510025e-09,1.32366463195572e-08,0.538274234998971,0.18367142113857,-0.00175207345158631,-0.0183216758730309
188,1.11843432513714e-08,1.20383811724103e-10,0.687102736742236,0.124704187538009,-0.0700854399374585,-0.00361839643302291
189,7.43066681977306e-08,3.17570828731664e-09,0.480596582463477,0.739665447815787,-0.00229078255182579,-0.0237691427692749
190,7.45379743378164e-09,7.76850683908957e-10,0.383358822064474,0.484992587275337,-0.00564796438163033,-0.0478161127116966
191,1.23451473260115e-09,5.14393319239851e-10,0.180862425279338,0.392563125363085,-0.0197998040047797,-0.00888296612562395
192,2.61226151598246e-09,3.65992421842658e-09,0.688985072379001,0.212659454869572,-0.00728030183685865,-0.00199684691087527
193,5.61804331723625e-08,2.40081779122013e-09,0.405173480324447,0.516323653666768,-0.0333409326853191,-0.0316164517655009
194,3.72397796235644e-10,1.84310937202682e-10,0.186726059240755,0.546421624196228,-0.0725292622016129,-0.0930775918179053
195,3.34466532750481e-08,1.4987365565423e-09,0.497583002748434,0.242030357557815,-0.00124302898957995,-0.00200670522282633
196,1.25673617018094e-10,2.1395329750963e-08,0.102355641697068,0.340848492318764,-0.012957429357233,-0.0141460991021135
197,8.5461676995546e-10,2.30115376769047e-08,0.249937165470328,0.355728511558846,-0.0834525544179788,-0.0157699887305048
198,6.38654758494464e-09,1.25986738996662e-08,0.52199185694335,0.253584351262543,-0.0668944703827478,-0.00948788630430519
199,1.09560689891125e-08,1.74349330547571e-09,0.573682860226836,0.336707853944972,-0.0955231666042341,-0.00208934120101685
200,6.25013927338354e-08,1.06994750850744e-10,0.330633517436218,0.630835889000446,-0.00195663574251737,-0.00143526757686376
201,1.43575536800813e-10,1.80632471049062e-09,0.152944705740083,0.278669535683002,-0.0394535218611243,-0.0755562076603945
202,1.23862636833232e-09,9.37674796403639e-09,0.298137229925487,0.656243939732667,-0.00526078718049321,-0.00236194775582941
203,3.94962914257389e-10,1.02296236608649e-08,0.529214888554998,0.474570425017737,-0.00158828669066548,-0.0466753158143181
204,8.17418087620797e-09,4.11242957643306e-09,0.703700268070679,0.669815055432264,-0.0317525861627379,-0.0197575365426654
205,3.62713424979163e-08,1.18160285415454e-09,0.56918368517654,0.266121642792132,-0.00430161270555636,-0.0928238474753295
206,9.55625780771317e-10,1.15055854877031e-08,0.61482822225662,0.643449811346363,-0.0197940186361347,-0.085683990735066
207,4.84731113537878e-10,5.33488647619469e-08,0.293316859053448,0.208314266521484,-0.00149373267242024,-0.0108296524832871
208,3.20532903271658e-10,1.51105265302997e-09,0.200163913937286,0.564888192166109,-0.0170272200219247,-0.00957723607849373
209,2.23134024826377e-10,4.4041347268232e-08,0.282346570701338,0.516386181872804,-0.00411102669831907,-0.00170672873611978
210,8.20322739855319e-09,1.61418109904364e-09,0.595434650976677,0.610995798674412,-0.00799393356296344,-0.0108313135423567
211,8.73941299572224e-10,7.82830742180516e-09,0.108986796054523,0.6870491080801,-0.0539998380467848,-0.00617273543996671
212,1.63133593107252e-09,7.22202783585988e-10,0.558100454264786,0.258761144138407,-0.00635079779578326,-0.0115234523662052
213,5.70414895104274e-10,2.754620779555e-09,0.642527982045431,0.606793031026609,-0.00949189155421893,-0.00213275540792048
214,9.46686902743522e-10,5.43692508307474e-08,0.378788184002042,0.143203259387519,-0.00784599575910832,-0.0684131061463248
215,2.12824218541831e-09,1.41470399918759e-10,0.39710123956902,0.326873631228227,-0.0234885123060095,-0.0485674855478146
216,1.56619204254184e-08,7.38119525886962e-09,0.600145597488154,0.352345090813469,-0.00130196113419526,-0.00485254570851373
217,1.61333636505345e-09,1.3245789591367e-09,0.20363116201479,0.34917239153292,-0.00819942460912985,-0.00186212062561133
218,7.1422659091638e-09,1.8457476823226e-08,0.448058420710731,0.408543989807367,-0.00390668707735775,-0.00391975975060967
219,3.14396142111319e-08,1.83516904377484e-09,0.317328907700721,0.285597838100512,-0.00545919958423158,-0.00458282604104918
220,5.17899685663045e-10,2.60286745125505e-08,0.506911346211564,0.644637301529292,-0.0226495105460257,-0.0210887145524766
221,2.70133291972351e-10,3.00307777614334e-09,0.1773352414486,0.48771749958396,-0.0315843058202251,-0.00141607106990122
222,2.13730057359284e-08,1.49064799370223e-08,0.292986577842385,0.710484460077714,-0.0762611561493475,-0.00298213396705644
223,1.750716546306e-08,2.56183151659902e-09,0.745476920960937,0.468149392516352,-0.0137082110386815,-0.00388305831314827
224,3.19579065451826e-08,3.31496823562746e-09,0.233807396166958,0.3644209691789,-0.00215537654440745,-0.0695946384382818
225,3.36200028343283e-09,3.26966821188975e-10,0.41646331504453,0.568342555616982,-0.00597932796124712,-0.0291750670026098
226,7.4987645680954e-08,1.77466116662523e-09,0.319845216698013,0.361444091948215,-0.0039861269806745,-0.00115463388116261
227,2.90702402724632e-09,4.48503335182227e-10,0.460703788767569,0.579884356469847,-0.0535650860675297,-0.00165587299260311
228,6.67954507083997e-08,3.44032389972088e-10,0.501352362532634,0.352648920228239,-0.0182933965703609,-0.00545258810663289
229,7.48245018885047e-09,1.2865166646677e-08,0.481529901945032,0.176749940216541,-0.0476283008223872,-0.00102664139300324
230,4.31539071325686e-09,1.00598301654901e-08,0.554361373814754,0.613978815160226,-0.00170927433362648,-0.00967781363518391
231,3.0021795586029e-10,1.35678654674382e-10,0.656396592827514,0.104187307972461,-0.0386038741861249,-0.0963836828584749
232,1.34838818996102e-08,4.2435082812562e-09,0.245199396531098,0.643399072822649,-0.0268899515590279,-0.0158859869563137
